Year,Port Name,Cargo Code,Cargo Name,Cargo Group Code,Cargo Group Name,Direction,Tonnage,Units,TEU,Published Port Lat,Published Port Long,,
2001,Aberdeen,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,45,5,0,57.143609,-2.0634873,,
2001,Aberdeen,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,8,4,0,57.143609,-2.0634873,,
2001,Aberdeen,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,3,1,0,57.143609,-2.0634873,,
2001,Aberdeen,91,Forestry products,90,Other General Cargo,Inwards,149,0,0,57.143609,-2.0634873,,
2001,Aberdeen,91,Forestry products,90,Other General Cargo,Outwards,64,0,0,57.143609,-2.0634873,,
2001,Aberdeen,92,Iron and steel products,90,Other General Cargo,Inwards,280,0,0,57.143609,-2.0634873,,
2001,Aberdeen,92,Iron and steel products,90,Other General Cargo,Outwards,293,0,0,57.143609,-2.0634873,,
2001,Aberdeen,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,166,0,0,57.143609,-2.0634873,,
2001,Aberdeen,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,475,0,0,57.143609,-2.0634873,,
2001,Aberdeen,100,All Main Freight,0,Main Freight,Inwards,103,22,14,57.143609,-2.0634873,,
2001,Aberdeen,100,All Main Freight,0,Main Freight,Outwards,131,17,12,57.143609,-2.0634873,,
2001,Belfast,1,All Cargo,1,All Cargo,Inwards,9804,507,86,54.596391,-5.9301829,,
2001,Belfast,1,All Cargo,1,All Cargo,Outwards,3598,450,90,54.596391,-5.9301829,,
2001,Belfast,11,Liquefied gas,10,Liquid Bulk,Inwards,71,0,0,54.596391,-5.9301829,,
2001,Belfast,13,Oil products,10,Liquid Bulk,Inwards,2737,0,0,54.596391,-5.9301829,,
2001,Belfast,19,Other liquid bulk products,10,Liquid Bulk,Inwards,319,0,0,54.596391,-5.9301829,,
2001,Belfast,22,Coal,20,Dry Bulk,Inwards,730,0,0,54.596391,-5.9301829,,
2001,Belfast,22,Coal,20,Dry Bulk,Outwards,116,0,0,54.596391,-5.9301829,,
2001,Belfast,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,1280,0,0,54.596391,-5.9301829,,
2001,Belfast,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,3,0,0,54.596391,-5.9301829,,
2001,Belfast,29,Other dry bulk,20,Dry Bulk,Inwards,754,0,0,54.596391,-5.9301829,,
2001,Belfast,29,Other dry bulk,20,Dry Bulk,Outwards,903,0,0,54.596391,-5.9301829,,
2001,Belfast,31,20' freight units,30,Lo-Lo,Inwards,426,24,24,54.596391,-5.9301829,,
2001,Belfast,31,20' freight units,30,Lo-Lo,Outwards,66,23,23,54.596391,-5.9301829,,
2001,Belfast,32,40' freight units,30,Lo-Lo,Inwards,406,27,53,54.596391,-5.9301829,,
2001,Belfast,32,40' freight units,30,Lo-Lo,Outwards,285,30,59,54.596391,-5.9301829,,
2001,Belfast,33,Freight units >20' & <40',30,Lo-Lo,Inwards,46,2,3,54.596391,-5.9301829,,
2001,Belfast,33,Freight units >20' & <40',30,Lo-Lo,Outwards,1,2,3,54.596391,-5.9301829,,
2001,Belfast,34,Freight units >40',30,Lo-Lo,Inwards,27,2,5,54.596391,-5.9301829,,
2001,Belfast,34,Freight units >40',30,Lo-Lo,Outwards,15,2,5,54.596391,-5.9301829,,
2001,Belfast,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,938,59,0,54.596391,-5.9301829,,
2001,Belfast,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,866,65,0,54.596391,-5.9301829,,
2001,Belfast,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,200,0,54.596391,-5.9301829,,
2001,Belfast,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,197,0,54.596391,-5.9301829,,
2001,Belfast,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,2,0,54.596391,-5.9301829,,
2001,Belfast,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,2,0,54.596391,-5.9301829,,
2001,Belfast,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,104,84,0,54.596391,-5.9301829,,
2001,Belfast,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,39,21,0,54.596391,-5.9301829,,
2001,Belfast,56,Live animals on the hoof,50,Ro-Ro Self-Prop,Inwards,0,1,0,54.596391,-5.9301829,,
2001,Belfast,56,Live animals on the hoof,50,Ro-Ro Self-Prop,Outwards,1,2,0,54.596391,-5.9301829,,
2001,Belfast,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,1590,103,0,54.596391,-5.9301829,,
2001,Belfast,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,1277,104,0,54.596391,-5.9301829,,
2001,Belfast,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,14,2,0,54.596391,-5.9301829,,
2001,Belfast,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,7,0,0,54.596391,-5.9301829,,
2001,Belfast,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Inwards,1,1,0,54.596391,-5.9301829,,
2001,Belfast,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Outwards,0,0,0,54.596391,-5.9301829,,
2001,Belfast,91,Forestry products,90,Other General Cargo,Inwards,164,0,0,54.596391,-5.9301829,,
2001,Belfast,91,Forestry products,90,Other General Cargo,Outwards,0,0,0,54.596391,-5.9301829,,
2001,Belfast,92,Iron and steel products,90,Other General Cargo,Inwards,110,0,0,54.596391,-5.9301829,,
2001,Belfast,92,Iron and steel products,90,Other General Cargo,Outwards,0,0,0,54.596391,-5.9301829,,
2001,Belfast,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,87,0,0,54.596391,-5.9301829,,
2001,Belfast,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,17,0,0,54.596391,-5.9301829,,
2001,Belfast,100,All Main Freight,0,Main Freight,Inwards,3434,217,86,54.596391,-5.9301829,,
2001,Belfast,100,All Main Freight,0,Main Freight,Outwards,2510,226,90,54.596391,-5.9301829,,
2001,Boston,1,All Cargo,1,All Cargo,Inwards,597,2,3,52.9689077,-0.0182756,,
2001,Boston,1,All Cargo,1,All Cargo,Outwards,251,2,3,52.9689077,-0.0182756,,
2001,Boston,21,Ores,20,Dry Bulk,Inwards,0,0,0,52.9689077,-0.0182756,,
2001,Boston,22,Coal,20,Dry Bulk,Inwards,3,0,0,52.9689077,-0.0182756,,
2001,Boston,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,51,0,0,52.9689077,-0.0182756,,
2001,Boston,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,237,0,0,52.9689077,-0.0182756,,
2001,Boston,29,Other dry bulk,20,Dry Bulk,Inwards,14,0,0,52.9689077,-0.0182756,,
2001,Boston,29,Other dry bulk,20,Dry Bulk,Outwards,0,0,0,52.9689077,-0.0182756,,
2001,Boston,31,20' freight units,30,Lo-Lo,Inwards,22,1,1,52.9689077,-0.0182756,,
2001,Boston,31,20' freight units,30,Lo-Lo,Outwards,4,1,1,52.9689077,-0.0182756,,
2001,Boston,32,40' freight units,30,Lo-Lo,Inwards,12,1,1,52.9689077,-0.0182756,,
2001,Boston,32,40' freight units,30,Lo-Lo,Outwards,3,1,2,52.9689077,-0.0182756,,
2001,Boston,33,Freight units >20' & <40',30,Lo-Lo,Outwards,0,0,0,52.9689077,-0.0182756,,
2001,Boston,34,Freight units >40',30,Lo-Lo,Inwards,4,0,0,52.9689077,-0.0182756,,
2001,Boston,34,Freight units >40',30,Lo-Lo,Outwards,1,0,0,52.9689077,-0.0182756,,
2001,Boston,91,Forestry products,90,Other General Cargo,Inwards,217,0,0,52.9689077,-0.0182756,,
2001,Boston,91,Forestry products,90,Other General Cargo,Outwards,3,0,0,52.9689077,-0.0182756,,
2001,Boston,92,Iron and steel products,90,Other General Cargo,Inwards,274,0,0,52.9689077,-0.0182756,,
2001,Boston,92,Iron and steel products,90,Other General Cargo,Outwards,2,0,0,52.9689077,-0.0182756,,
2001,Boston,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,1,0,0,52.9689077,-0.0182756,,
2001,Boston,100,All Main Freight,0,Main Freight,Inwards,38,2,3,52.9689077,-0.0182756,,
2001,Boston,100,All Main Freight,0,Main Freight,Outwards,8,2,3,52.9689077,-0.0182756,,
2001,Bristol,1,All Cargo,1,All Cargo,Inwards,10043,431,44,51.448193,-2.6035933,,
2001,Bristol,1,All Cargo,1,All Cargo,Outwards,852,113,40,51.448193,-2.6035933,,
2001,Bristol,11,Liquefied gas,10,Liquid Bulk,Inwards,2,0,0,51.448193,-2.6035933,,
2001,Bristol,11,Liquefied gas,10,Liquid Bulk,Outwards,31,0,0,51.448193,-2.6035933,,
2001,Bristol,13,Oil products,10,Liquid Bulk,Inwards,1886,0,0,51.448193,-2.6035933,,
2001,Bristol,19,Other liquid bulk products,10,Liquid Bulk,Inwards,161,0,0,51.448193,-2.6035933,,
2001,Bristol,19,Other liquid bulk products,10,Liquid Bulk,Outwards,108,0,0,51.448193,-2.6035933,,
2001,Bristol,21,Ores,20,Dry Bulk,Inwards,270,0,0,51.448193,-2.6035933,,
2001,Bristol,21,Ores,20,Dry Bulk,Outwards,1,0,0,51.448193,-2.6035933,,
2001,Bristol,22,Coal,20,Dry Bulk,Inwards,4691,0,0,51.448193,-2.6035933,,
2001,Bristol,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,704,0,0,51.448193,-2.6035933,,
2001,Bristol,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,72,0,0,51.448193,-2.6035933,,
2001,Bristol,29,Other dry bulk,20,Dry Bulk,Inwards,993,0,0,51.448193,-2.6035933,,
2001,Bristol,29,Other dry bulk,20,Dry Bulk,Outwards,321,0,0,51.448193,-2.6035933,,
2001,Bristol,31,20' freight units,30,Lo-Lo,Inwards,115,6,6,51.448193,-2.6035933,,
2001,Bristol,31,20' freight units,30,Lo-Lo,Outwards,40,6,6,51.448193,-2.6035933,,
2001,Bristol,32,40' freight units,30,Lo-Lo,Inwards,348,19,38,51.448193,-2.6035933,,
2001,Bristol,32,40' freight units,30,Lo-Lo,Outwards,148,17,34,51.448193,-2.6035933,,
2001,Bristol,33,Freight units >20' & <40',30,Lo-Lo,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,33,Freight units >20' & <40',30,Lo-Lo,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,34,Freight units >40',30,Lo-Lo,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,34,Freight units >40',30,Lo-Lo,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,405,405,0,51.448193,-2.6035933,,
2001,Bristol,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,90,90,0,51.448193,-2.6035933,,
2001,Bristol,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Inwards,4,0,0,51.448193,-2.6035933,,
2001,Bristol,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Outwards,1,0,0,51.448193,-2.6035933,,
2001,Bristol,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,41,1,0,51.448193,-2.6035933,,
2001,Bristol,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,2,0,0,51.448193,-2.6035933,,
2001,Bristol,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Inwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Outwards,0,0,0,51.448193,-2.6035933,,
2001,Bristol,91,Forestry products,90,Other General Cargo,Inwards,324,0,0,51.448193,-2.6035933,,
2001,Bristol,91,Forestry products,90,Other General Cargo,Outwards,5,0,0,51.448193,-2.6035933,,
2001,Bristol,92,Iron and steel products,90,Other General Cargo,Inwards,44,0,0,51.448193,-2.6035933,,
2001,Bristol,92,Iron and steel products,90,Other General Cargo,Outwards,1,0,0,51.448193,-2.6035933,,
2001,Bristol,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,54,0,0,51.448193,-2.6035933,,
2001,Bristol,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,33,0,0,51.448193,-2.6035933,,
2001,Bristol,100,All Main Freight,0,Main Freight,Inwards,505,26,44,51.448193,-2.6035933,,
2001,Bristol,100,All Main Freight,0,Main Freight,Outwards,190,23,40,51.448193,-2.6035933,,
2001,Cairnryan,1,All Cargo,1,All Cargo,Inwards,953,160,0,54.9738045,-5.0250851,,
2001,Cairnryan,1,All Cargo,1,All Cargo,Outwards,1061,164,0,54.9738045,-5.0250851,,
2001,Cairnryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,514,52,0,54.9738045,-5.0250851,,
2001,Cairnryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,553,54,0,54.9738045,-5.0250851,,
2001,Cairnryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,70,0,54.9738045,-5.0250851,,
2001,Cairnryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,70,0,54.9738045,-5.0250851,,
2001,Cairnryan,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,1,0,54.9738045,-5.0250851,,
2001,Cairnryan,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,1,0,54.9738045,-5.0250851,,
2001,Cairnryan,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Inwards,7,1,0,54.9738045,-5.0250851,,
2001,Cairnryan,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Outwards,6,1,0,54.9738045,-5.0250851,,
2001,Cairnryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,357,29,0,54.9738045,-5.0250851,,
2001,Cairnryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,410,31,0,54.9738045,-5.0250851,,
2001,Cairnryan,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,54.9738045,-5.0250851,,
2001,Cairnryan,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,7,1,0,54.9738045,-5.0250851,,
2001,Cairnryan,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,0,0,0,54.9738045,-5.0250851,,
2001,Cairnryan,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Inwards,75,7,0,54.9738045,-5.0250851,,
2001,Cairnryan,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Outwards,84,7,0,54.9738045,-5.0250851,,
2001,Cairnryan,100,All Main Freight,0,Main Freight,Inwards,871,81,0,54.9738045,-5.0250851,,
2001,Cairnryan,100,All Main Freight,0,Main Freight,Outwards,963,84,0,54.9738045,-5.0250851,,
2001,Cardiff,1,All Cargo,1,All Cargo,Inwards,2129,13,21,51.4816546,-3.1791934,,
2001,Cardiff,1,All Cargo,1,All Cargo,Outwards,610,16,25,51.4816546,-3.1791934,,
2001,Cardiff,11,Liquefied gas,10,Liquid Bulk,Inwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,13,Oil products,10,Liquid Bulk,Inwards,1222,0,0,51.4816546,-3.1791934,,
2001,Cardiff,13,Oil products,10,Liquid Bulk,Outwards,7,0,0,51.4816546,-3.1791934,,
2001,Cardiff,19,Other liquid bulk products,10,Liquid Bulk,Inwards,3,0,0,51.4816546,-3.1791934,,
2001,Cardiff,19,Other liquid bulk products,10,Liquid Bulk,Outwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,21,Ores,20,Dry Bulk,Inwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,22,Coal,20,Dry Bulk,Inwards,210,0,0,51.4816546,-3.1791934,,
2001,Cardiff,22,Coal,20,Dry Bulk,Outwards,30,0,0,51.4816546,-3.1791934,,
2001,Cardiff,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,29,Other dry bulk,20,Dry Bulk,Inwards,392,0,0,51.4816546,-3.1791934,,
2001,Cardiff,29,Other dry bulk,20,Dry Bulk,Outwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,31,20' freight units,30,Lo-Lo,Inwards,23,5,5,51.4816546,-3.1791934,,
2001,Cardiff,31,20' freight units,30,Lo-Lo,Outwards,131,8,8,51.4816546,-3.1791934,,
2001,Cardiff,32,40' freight units,30,Lo-Lo,Inwards,38,8,15,51.4816546,-3.1791934,,
2001,Cardiff,32,40' freight units,30,Lo-Lo,Outwards,114,8,17,51.4816546,-3.1791934,,
2001,Cardiff,33,Freight units >20' & <40',30,Lo-Lo,Inwards,0,0,1,51.4816546,-3.1791934,,
2001,Cardiff,33,Freight units >20' & <40',30,Lo-Lo,Outwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,34,Freight units >40',30,Lo-Lo,Inwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,34,Freight units >40',30,Lo-Lo,Outwards,0,0,0,51.4816546,-3.1791934,,
2001,Cardiff,91,Forestry products,90,Other General Cargo,Inwards,69,0,0,51.4816546,-3.1791934,,
2001,Cardiff,91,Forestry products,90,Other General Cargo,Outwards,1,0,0,51.4816546,-3.1791934,,
2001,Cardiff,92,Iron and steel products,90,Other General Cargo,Inwards,168,0,0,51.4816546,-3.1791934,,
2001,Cardiff,92,Iron and steel products,90,Other General Cargo,Outwards,249,0,0,51.4816546,-3.1791934,,
2001,Cardiff,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,4,0,0,51.4816546,-3.1791934,,
2001,Cardiff,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,77,0,0,51.4816546,-3.1791934,,
2001,Cardiff,100,All Main Freight,0,Main Freight,Inwards,61,13,21,51.4816546,-3.1791934,,
2001,Cardiff,100,All Main Freight,0,Main Freight,Outwards,246,16,25,51.4816546,-3.1791934,,
2001,Clyde,1,All Cargo,1,All Cargo,Inwards,7880,27,29,55.865084,-4.3237846,,
2001,Clyde,1,All Cargo,1,All Cargo,Outwards,3189,22,25,55.865084,-4.3237846,,
2001,Clyde,12,Crude oil,10,Liquid Bulk,Inwards,745,0,0,55.865084,-4.3237846,,
2001,Clyde,13,Oil products,10,Liquid Bulk,Inwards,929,0,0,55.865084,-4.3237846,,
2001,Clyde,13,Oil products,10,Liquid Bulk,Outwards,976,0,0,55.865084,-4.3237846,,
2001,Clyde,19,Other liquid bulk products,10,Liquid Bulk,Inwards,23,0,0,55.865084,-4.3237846,,
2001,Clyde,21,Ores,20,Dry Bulk,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,21,Ores,20,Dry Bulk,Outwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,22,Coal,20,Dry Bulk,Inwards,5132,0,0,55.865084,-4.3237846,,
2001,Clyde,22,Coal,20,Dry Bulk,Outwards,1529,0,0,55.865084,-4.3237846,,
2001,Clyde,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,286,0,0,55.865084,-4.3237846,,
2001,Clyde,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,2,0,0,55.865084,-4.3237846,,
2001,Clyde,29,Other dry bulk,20,Dry Bulk,Inwards,499,0,0,55.865084,-4.3237846,,
2001,Clyde,29,Other dry bulk,20,Dry Bulk,Outwards,2,0,0,55.865084,-4.3237846,,
2001,Clyde,31,20' freight units,30,Lo-Lo,Inwards,20,4,4,55.865084,-4.3237846,,
2001,Clyde,31,20' freight units,30,Lo-Lo,Outwards,41,3,3,55.865084,-4.3237846,,
2001,Clyde,32,40' freight units,30,Lo-Lo,Inwards,24,12,25,55.865084,-4.3237846,,
2001,Clyde,32,40' freight units,30,Lo-Lo,Outwards,242,11,23,55.865084,-4.3237846,,
2001,Clyde,33,Freight units >20' & <40',30,Lo-Lo,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,34,Freight units >40',30,Lo-Lo,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,34,Freight units >40',30,Lo-Lo,Outwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,9,1,0,55.865084,-4.3237846,,
2001,Clyde,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,6,0,0,55.865084,-4.3237846,,
2001,Clyde,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Outwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,108,9,0,55.865084,-4.3237846,,
2001,Clyde,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,85,7,0,55.865084,-4.3237846,,
2001,Clyde,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Inwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Outwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,91,Forestry products,90,Other General Cargo,Inwards,100,0,0,55.865084,-4.3237846,,
2001,Clyde,91,Forestry products,90,Other General Cargo,Outwards,32,0,0,55.865084,-4.3237846,,
2001,Clyde,92,Iron and steel products,90,Other General Cargo,Inwards,3,0,0,55.865084,-4.3237846,,
2001,Clyde,92,Iron and steel products,90,Other General Cargo,Outwards,0,0,0,55.865084,-4.3237846,,
2001,Clyde,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,2,0,0,55.865084,-4.3237846,,
2001,Clyde,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,275,0,0,55.865084,-4.3237846,,
2001,Clyde,100,All Main Freight,0,Main Freight,Inwards,161,27,29,55.865084,-4.3237846,,
2001,Clyde,100,All Main Freight,0,Main Freight,Outwards,373,22,25,55.865084,-4.3237846,,
2001,Cromarty Firth,1,All Cargo,1,All Cargo,Inwards,1152,7,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,1,All Cargo,1,All Cargo,Outwards,992,1,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,12,Crude oil,10,Liquid Bulk,Inwards,981,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,12,Crude oil,10,Liquid Bulk,Outwards,918,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,13,Oil products,10,Liquid Bulk,Inwards,5,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,13,Oil products,10,Liquid Bulk,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,19,Other liquid bulk products,10,Liquid Bulk,Inwards,17,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,19,Other liquid bulk products,10,Liquid Bulk,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,21,Ores,20,Dry Bulk,Inwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,22,Coal,20,Dry Bulk,Inwards,19,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,12,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,7,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,29,Other dry bulk,20,Dry Bulk,Inwards,71,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,29,Other dry bulk,20,Dry Bulk,Outwards,5,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,56,Live animals on the hoof,50,Ro-Ro Self-Prop,Inwards,1,6,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,56,Live animals on the hoof,50,Ro-Ro Self-Prop,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Inwards,1,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,59,Other mobile self-propelled units,50,Ro-Ro Self-Prop,Outwards,1,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,3,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,7,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,57.68333333,-4.033333333,,
2001,Cromarty Firth,69,Other mobile non self-propelled units,50,Ro-Ro Non-SP,Inwards,0,0,0,57.68333333,-4.033333333,,
